step,mode,loss,angle_error(rad)
1,test,0,0.0
2,test,0,0.0
3,test,0,0.0
4,test,0,0.0
5,test,0,0.0
6,test,0,0.0
7,test,0,0.0
8,test,0,0.0
9,test,0,0.0
10,test,0,0.0
11,test,0,0.0
12,test,0,0.0
13,test,0,0.0
14,test,0,0.0
15,test,0,0.0
16,test,0,0.0
17,test,0,0.0
18,test,0,0.0
19,test,0,0.0
20,test,0,0.0
21,test,0,0.0
22,test,0,0.0
23,test,0,0.0
24,test,0,0.0
25,test,0,0.0
26,test,0,0.0
27,test,0,0.0
28,test,0,0.0
29,test,0,0.0
30,test,0,0.0
31,test,0,0.0
32,test,0,0.0
33,test,0,0.0
34,test,0,0.0
35,test,0,0.0
36,test,0,0.0
37,test,0,0.0
38,test,0,0.0
39,test,0,0.0
40,test,0,0.0
41,test,0,0.0
42,test,0,0.0
43,test,0,0.0
44,test,0,0.0
45,test,0,0.0
46,test,0,0.0
47,test,0,0.0
48,test,0,0.0
49,test,0,0.0
50,test,0,0.0
51,test,0,0.0
52,test,0,0.0
53,test,0,0.0
54,test,0,0.0
55,test,0,0.0
56,test,0,0.0
57,test,0,0.0
58,test,0,0.0
59,test,0,0.0
60,test,0,0.0
61,test,0,0.0
62,test,0,0.0
63,test,0,0.0
64,test,0,0.0
65,test,0,0.0
66,test,0,0.0
67,test,0,0.0
68,test,0,0.0
69,test,0,0.0
70,test,0,0.0
71,test,0,0.0
72,test,0,0.0
73,test,0,0.0
74,test,0,0.0
75,test,0,0.0
76,test,0,0.0
77,test,0,0.0
78,test,0,0.0
79,test,0,0.0
80,test,0,0.0
81,test,0,0.0
82,test,0,0.0
83,test,0,0.0
84,test,0,0.0
85,test,0,0.0
86,test,0,0.0
87,test,0,0.0
88,test,0,0.0
89,test,0,0.0
90,test,0,0.0
91,test,0,0.0
92,test,0,0.0
93,test,0,0.0
94,test,0,0.0
95,test,0,0.0
96,test,0,0.0
97,test,0,0.0
98,test,0,0.0
99,test,0,0.0
100,test,0,0.0
101,test,0,0.0
102,test,0,0.0
103,test,0,0.0
104,test,0,0.0
105,test,0,0.0
106,test,0,0.0
107,test,0,0.0
108,test,0,0.0
109,test,0,0.0
110,test,0,0.0
111,test,0,0.0
112,test,0,0.0
113,test,0,0.0
114,test,0,0.0
115,test,0,0.0
116,test,0,0.0
117,test,0,0.0
118,test,0,0.0
119,test,0,0.0
120,test,0,0.0
121,test,0,0.0
122,test,0,0.0
123,test,0,0.0
124,test,0,0.0
125,test,0,0.0
126,test,0,0.0
127,test,0,0.0
128,test,0,0.0
129,test,0,0.0
130,test,0,0.0
131,test,0,0.0
132,test,0,0.0
133,test,0,0.0
134,test,0,0.0
135,test,0,0.0
136,test,0,0.0
137,test,0,0.0
138,test,0,0.0
139,test,0,0.0
140,test,0,0.0
141,test,0,0.0
142,test,0,0.0
143,test,0,0.0
144,test,0,0.0
145,test,0,0.0
146,test,0,0.0
147,test,0,0.0
148,test,0,0.0
149,test,0,0.0
150,test,0,0.0
151,test,0,0.0
152,test,0,0.0
153,test,0,0.0
154,test,0,0.0
155,test,0,0.0
156,test,0,0.0
157,test,0,0.0
158,test,0,0.0
159,test,0,0.0
160,test,0,0.0
161,test,0,0.0
162,test,0,0.0
163,test,0,0.0
164,test,0,0.0
165,test,0,0.0
166,test,0,0.0
167,test,0,0.0
168,test,0,0.0
169,test,0,0.0
170,test,0,0.0
171,test,0,0.0
172,test,0,0.0
173,test,0,0.0
174,test,0,0.0
175,test,0,0.0
176,test,0,0.0
177,test,0,0.0
178,test,0,0.0
179,test,0,0.0
180,test,0,0.0
181,test,0,0.0
182,test,0,0.0
183,test,0,0.0
184,test,0,0.0
185,test,0,0.0
186,test,0,0.0
187,test,0,0.0
188,test,0,0.0
189,test,0,0.0
190,test,0,0.0
191,test,0,0.0
192,test,0,0.0
193,test,0,0.0
194,test,0,0.0
195,test,0,0.0
196,test,0,0.0
197,test,0,0.0
198,test,0,0.0
199,test,0,0.0
200,test,0,0.0
201,test,0,0.0
202,test,0,0.0
203,test,0,0.0
204,test,0,0.0
205,test,0,0.0
206,test,0,0.0
207,test,0,0.0
208,test,0,0.0
209,test,0,0.0
210,test,0,0.0
211,test,0,0.0
212,test,0,0.0
213,test,0,0.0
214,test,0,0.0
215,test,0,0.0
216,test,0,0.0
217,test,0,0.0
218,test,0,0.0
219,test,0,0.0
220,test,0,0.0
221,test,0,0.0
222,test,0,0.0
223,test,0,0.0
224,test,0,0.0
225,test,0,0.0
226,test,0,0.0
227,test,0,0.0
228,test,0,0.0
229,test,0,0.0
230,test,0,0.0
231,test,0,0.0
232,test,0,0.0
233,test,0,0.0
234,test,0,0.0
235,test,0,0.0
236,test,0,0.0
237,test,0,0.0
238,test,0,0.0
239,test,0,0.0
240,test,0,0.0
241,test,0,0.0
242,test,0,0.0
243,test,0,0.0
244,test,0,0.0
245,test,0,0.0
246,test,0,0.0
247,test,0,0.0
248,test,0,0.0
249,test,0,0.0
250,test,0,0.0
251,test,0,0.0
252,test,0,0.0
253,test,0,0.0
254,test,0,0.0
255,test,0,0.0
256,test,0,0.0
257,test,0,0.0
258,test,0,0.0
259,test,0,0.0
260,test,0,0.0
261,test,0,0.0
262,test,0,0.0
263,test,0,0.0
264,test,0,0.0
265,test,0,0.0
266,test,0,0.0
267,test,0,0.0
268,test,0,0.0
269,test,0,0.0
270,test,0,0.0
271,test,0,0.0
272,test,0,0.0
273,test,0,0.0
274,test,0,0.0
275,test,0,0.0
276,test,0,0.0
277,test,0,0.0
278,test,0,0.0
279,test,0,0.0
280,test,0,0.0
281,test,0,0.0
282,test,0,0.0
283,test,0,0.0
284,test,0,0.0
285,test,0,0.0
286,test,0,0.0
287,test,0,0.0
288,test,0,0.0
289,test,0,0.0
290,test,0,0.0
291,test,0,0.0
292,test,0,0.0
293,test,0,0.0
294,test,0,0.0
295,test,0,0.0
296,test,0,0.0
297,test,0,0.0
298,test,0,0.0
299,test,0,0.0
300,test,0,0.0
301,test,0,0.0
302,test,0,0.0
303,test,0,0.0
304,test,0,0.0
305,test,0,0.0
306,test,0,0.0
307,test,0,0.0
308,test,0,0.0
309,test,0,0.0
310,test,0,0.0
311,test,0,0.0
312,test,0,0.0
313,test,0,0.0
314,test,0,0.0
